Semester,Campus,CRN,Course,Section #,Capacity,Enrollment,Faculty,Faculty IDs
Fall 2020,Boston,19586,DS 2001,15,16,17,"Muzny, Felix",533
Fall 2020,"Silicon Valley, CA",19588,CS 5001,9,40,11,"Mathapathi, Shivakumar",475
Fall 2020,"Silicon Valley, CA",19589,CS 5003,10,40,11,"Mathapathi, Shivakumar",475
Fall 2020,"Seattle, WA",19703,CS 6350,1,15,6,"Evans, Abigail",215
Fall 2020,Online,19731,IS 4300,2,40,16,"To, Alexandra",771
Fall 2020,"Portland, Maine",19792,CS 5001,10,25,15,"Maxwell, Bruce",479
Fall 2020,"Portland, Maine",19793,CS 5002,8,25,12,"Valcourt, Scott",792
Fall 2020,"Portland, Maine",19794,CS 5003,11,25,15,"Maxwell, Bruce",479
Fall 2020,"Portland, Maine",19865,CS 5200,8,25,5,"Valcourt, Scott",792
Fall 2020,Online,20053,CY 5001,1,25,12,"Sierra, Jose",702
Fall 2020,"Vancouver, Canada",20054,CS 5600,6,24,4,"Aibin, Michal",14
Fall 2020,Boston,20075,CS 5500,7,10,6,"Tip, Frank",769
Fall 2020,"Silicon Valley, CA",20101,CS 5004,2,5,5,"Sellke, Sarah",673
Fall 2020,"Silicon Valley, CA",20102,CS 5005,2,5,5,"Sellke, Sarah",673
Fall 2020,Online,20105,CS 5003,12,49,22,"Jump, Maria",369
Fall 2020,Boston,20103,CS 7880,2,16,8,"Wichs, Daniel",840
Fall 2020,"Portland, Maine",20298,CS 0142,1,25,20,"Maxwell, Bruce",479
Fall 2020,"No campus, no room needed",20310,CS 5964,2,1,1,"Bonaci, Tamara",88
Fall 2021,Boston,13312,CS 1200,22,19,19,"Speece, Jessica",730
Fall 2021,Boston,13313,CS 1200,23,19,18,"Callahan, Beth",105
Fall 2021,Boston,13314,CS 1200,24,19,19,"Shirak, Dawn",696
Fall 2021,Boston,13315,CS 1200,25,19,19,"Speece, Jessica",730
Fall 2021,Online,13316,CS 1210,10,25,20,"Montes, Yasmil",518
Fall 2021,Boston,12293,CS 5200,2,46,44,"Annunziato, Jose",34
Fall 2021,Boston,13317,CS 1802,1,19,16,"Pavlu, Virgil",585
Fall 2021,Boston,13318,CS 1802,2,19,18,"Pavlu, Virgil",585
Fall 2021,Boston,13319,CS 1802,3,19,18,"Pavlu, Virgil",585
Fall 2021,Boston,13320,CS 1802,4,40,22,"Pavlu, Virgil",585
Fall 2021,Boston,13321,CS 1802,5,19,11,"Pavlu, Virgil",585
Fall 2021,Boston,14347,CS 5003,4,18,18,"Bagley, Keith",49
Fall 2021,Boston,13322,CS 1802,6,19,11,"Pavlu, Virgil",585
Fall 2021,Online,13323,CS 1802,7,100,26,"Strange, Laney",742
Fall 2021,Boston,13328,CS 1802,12,19,35,"Mosca, Ab",525
Fall 2021,Boston,13331,CS 1802,15,36,32,"Mihajlovikj, Vidoje",500
Fall 2021,Boston,12309,CS 2510,2,98,84,"Razzaq, Leena",620
Fall 2021,Boston,12310,CS 2511,4,36,34,"Razzaq, Leena",620
Fall 2021,Boston,18455,DS 2001,6,38,35,"Elbehiry, Mohamed",208
Fall 2021,Boston,18453,DS 2001,4,19,19,"Luo, Bowen",450
Fall 2021,Boston,18458,DS 2001,10,19,19,"Luo, Bowen",450
Fall 2021,Boston,18454,DS 2001,5,19,18,"Luo, Bowen",450
Fall 2021,Boston,18461,DS 2001,14,19,19,"Muzny, Felix",533
Fall 2021,Boston,18462,DS 2001,15,19,19,"Zhang, Cancan",886
Fall 2021,Boston,18459,DS 2001,12,19,19,"Zhang, Cancan",886
Fall 2021,Boston,18460,DS 2001,13,19,19,"Luo, Bowen",450
Fall 2021,Boston,12321,CS 2501,9,36,35,"Derbinsky, Nate",177
Fall 2021,Boston,18463,DS 2001,16,19,18,"Elbehiry, Mohamed",208
Fall 2021,Boston,13338,CS 1802,20,19,18,"Amor-Tijani, Ghita",29
Fall 2021,Boston,12324,CS 1200,11,19,19,"Murrell, Kereme",532
Fall 2021,Online,12325,CS 1210,3,40,36,"Hill, Victoria",322
Fall 2021,Boston,11299,HINF 6220,2,30,25,"Feinberg, Daniel, Foster, Jamon","225, 239"
Fall 2021,Online,11301,HINF 5101,2,40,24,"Turner, Catherine",785
Fall 2021,Boston,13352,CS 4500,3,49,40,"Lerner, Ben",427
Fall 2021,Online,13353,CS 4550,1,87,81,"Annunziato, Jose",34
Fall 2021,Boston,13354,DS 4400,1,87,67,"Elhamifar, Ehsan",209
Fall 2021,Online,12339,CS 1210,4,40,33,"Sprague, Taylor",735
Fall 2021,Boston,16437,CY 5010,1,63,61,"Sierra, Jose",702
Fall 2021,Boston,16438,CY 5120,1,50,6,"Rushanan, Joseph",646
Fall 2021,Online,16439,CY 5200,1,40,21,"Papageorge, Themis",572
Fall 2021,Boston,18489,CS 1200,32,19,18,"Sloan, Anna",717
Fall 2021,Boston,18491,CS 1200,34,19,19,"Giordano, Megan",270
Fall 2021,Boston,18493,CS 1200,36,19,18,"Strosnider, Megan",744
Fall 2021,Boston,18495,CS 1200,38,19,18,"Strosnider, Megan",744
Fall 2021,Boston,18496,CS 1200,39,19,19,"Giordano, Megan",270
Fall 2021,Boston,18501,CS 1200,44,44,43,"Goldblum, Jacob",276
Fall 2021,Boston,18504,CS 1200,47,19,18,"Ressing, Ali",623
Fall 2021,Boston,18505,CS 1200,48,19,17,"Strosnider, Megan",744
Fall 2021,Boston,18506,CS 1802,41,19,19,"Mosca, Ab",525
Fall 2021,Boston,18507,CS 1802,42,19,19,"Amor-Tijani, Ghita",29
Fall 2021,Boston,18508,CS 1802,43,19,19,"Mihajlovikj, Vidoje",500
Fall 2021,Boston,18509,CS 1802,44,19,19,"Mihajlovikj, Vidoje",500
Fall 2021,Boston,18510,CS 1802,45,19,19,"Amor-Tijani, Ghita",29
Fall 2021,Boston,18511,CS 1802,46,19,19,"Strange, Laney",742
Fall 2021,Boston,18513,CS 1802,48,19,19,"Nunez, Lucia",552
Fall 2021,Boston,18514,CS 1802,49,19,19,"Strange, Laney",742
Fall 2021,Boston,18515,CS 1802,50,19,19,"Durant, Kathleen",195
Fall 2021,Boston,18517,CS 1802,52,19,19,"Durant, Kathleen",195
Fall 2021,Boston,18518,CS 1802,53,19,19,"Mosca, Ab",525
Fall 2021,Boston,18519,CS 1802,54,19,19,"Strange, Laney",742
Fall 2021,Boston,18520,CS 1802,55,19,18,"Mosca, Ab",525
Fall 2021,Boston,18521,CS 1802,56,19,19,"Durant, Kathleen",195
Fall 2021,Boston,18522,CS 1802,57,19,19,"Strange, Laney",742
Fall 2021,Boston,18523,CS 1802,58,19,19,"Amor-Tijani, Ghita",29
Fall 2021,Boston,18524,CS 1802,59,19,19,"Nunez, Lucia",552
Fall 2021,Boston,18525,CS 1802,60,19,19,"Nunez, Lucia",552
Fall 2021,Boston,18526,CS 1802,61,19,17,"Durant, Kathleen",195
Fall 2021,Boston,18527,CS 1802,62,19,18,"Mosca, Ab",525
Fall 2021,Boston,18528,CS 1802,63,36,34,"Nunez, Lucia",552
Fall 2021,Boston,18529,CS 1802,64,19,19,"Mosca, Ab",525
Fall 2021,Boston,18530,CS 1802,65,19,19,"Amor-Tijani, Ghita",29
Fall 2021,Boston,16475,CS 5200,3,87,82,"Feinberg, Daniel",225
Fall 2021,Boston,18532,CS 2500,12,130,115,"Park, John",576
Fall 2021,Boston,18536,CS 2501,23,36,35,"Derbinsky, Nate",177
Fall 2021,Boston,18537,CS 2501,24,36,29,"Derbinsky, Nate",177
Fall 2021,Boston,16489,CS 6620,1,47,46,"Desnoyers, Peter",178
Fall 2021,Boston,18539,CS 2501,26,36,36,"Derbinsky, Nate",177
Fall 2021,Boston,18540,CS 2501,27,40,26,"Derbinsky, Nate",177
Fall 2021,Boston,18541,CS 2501,28,36,31,"Derbinsky, Nate",177
Fall 2021,Boston,18542,CS 2501,29,36,18,"Derbinsky, Nate",177
Fall 2021,Boston,18543,CS 2501,30,36,32,"Derbinsky, Nate",177
Fall 2021,Boston,18544,CS 2501,31,40,37,"Derbinsky, Nate",177
Fall 2021,Boston,18545,CS 2501,32,40,24,"Derbinsky, Nate",177
Fall 2021,Boston,18546,CS 2501,33,40,36,"Derbinsky, Nate",177
Fall 2021,Boston,18547,CS 2501,34,36,34,"Derbinsky, Nate",177
Fall 2021,Boston,18548,CS 2501,35,40,39,"Derbinsky, Nate",177
Fall 2021,Boston,18549,CS 2800,3,48,43,"Shivers III, Olin",698
Fall 2021,Boston,18550,CS 2810,2,70,68,"Hescott, Ben",319
Fall 2021,Boston,18553,CS 3001,17,48,48,"Van Der Poel, Drew",795
Fall 2021,Boston,18555,CS 4410,1,10,7,"Shivers III, Olin",698
Fall 2021,Online,18556,CS 4530,3,49,32,"Vitek, Jan",813
Fall 2021,Boston,18557,CS 4820,1,39,7,"Manolios, Pete",468
Fall 2021,Boston,18558,CS 5010,2,97,86,"Freifeld, Clark",241
Fall 2021,Boston,18559,CS 5340,1,30,29,"Yildirim, Caglar",873
Fall 2021,Boston,18560,CS 5400,1,15,15,"Barzilay, Eli",58
Fall 2021,Boston,18561,CS 6410,2,9,6,"Shivers III, Olin",698
Fall 2021,Boston,18562,CS 7200,1,40,13,"Vitek, Olga",814
Fall 2021,Boston,18563,CS 7580,1,29,6,"Bell, Jonathan",64
Fall 2021,Online,10368,IS 2000,1,49,45,"Schedlbauer, Martin",663
Fall 2021,Boston,10374,CS 4500,1,49,38,"Felleisen, Matthias",227
Fall 2021,Boston,10375,CS 3200,1,87,87,"Durant, Kathleen",195
Fall 2021,Boston,10376,CS 3800,1,49,41,"Hemann, Jason",318
Fall 2021,Boston,10380,CS 3500,2,160,134,"Shesh, Amit",693
Fall 2021,Online,12431,CS 1800,3,144,136,"Nunez, Lucia, Strange, Laney","552, 742"
Fall 2021,Boston,10384,CS 3500,1,114,68,"Shesh, Amit",693
Fall 2021,Boston,10385,CS 1200,4,19,19,"Spiritos, Hillary",732
Fall 2021,Boston,10386,CS 1200,3,19,19,"Richards, Tyre",626
Fall 2021,Boston,10387,CS 1200,2,19,19,"Murrell, Kereme",532
Fall 2021,Boston,10388,CS 1200,1,19,19,"Wassinger, Claire",834
Fall 2021,Boston,10389,CS 2500,2,161,152,"Guha, Arjun",291
Fall 2021,Boston,11414,CS 4300,1,40,37,"Shah, Mike",678
Fall 2021,Online,10391,CS 1800,2,618,667,"Nunez, Lucia, Strange, Laney","552, 742"
Fall 2021,Boston,10392,CS 1800,1,190,129,"Pavlu, Virgil",585
Fall 2021,Boston,11420,CS 5500,1,49,48,"Shah, Mike",678
Fall 2021,Boston,11444,CS 2511,1,36,19,"Razzaq, Leena",620
Fall 2021,Boston,11445,CS 2501,5,36,36,"Derbinsky, Nate",177
Fall 2021,Boston,18620,DS 2001,1,38,36,"Muzny, Felix",533
Fall 2021,Boston,18621,DS 2001,2,19,19,"Muzny, Felix",533
Fall 2021,Boston,18622,DS 2001,3,19,19,"Gallagher, Ryan",249
Fall 2021,Boston,18623,DS 2001,9,19,17,"Gallagher, Ryan",249
Fall 2021,Boston,18624,DS 2001,11,19,18,"Muzny, Felix",533
Fall 2021,Boston,13515,CS 5310,1,47,22,"Shah, Mike",678
Fall 2021,Boston,11479,CS 6240,1,60,25,"Riedewald, Mirek",628
Fall 2021,Boston,15578,CY 5770,2,49,41,"Kirda, Engin",391
Fall 2021,Boston,15579,CY 6740,2,19,9,"Robertson, William",633
Fall 2021,Boston,15581,CY 2550,1,87,78,"Miazi, Sakib",497
Fall 2021,Boston,15582,IS 1300,1,20,20,"Fallis, Don",219
Fall 2021,Boston,13560,DS 5010,1,55,39,"Demir, Utku",175
Fall 2021,Boston,11519,CS 5100,1,97,88,"Amato, Chris",26
Fall 2021,Online,12569,CS 1210,2,40,38,"Abdulle, Anis",2
Fall 2021,Boston,12570,CS 1200,12,19,18,"Biron, Jessica",78
Fall 2021,Boston,12571,CS 1200,13,19,18,"Wassinger, Claire",834
Fall 2021,Boston,12572,CS 1200,14,19,19,"Richards, Tyre",626
Fall 2021,Boston,12573,CS 1200,15,19,19,"Murrell, Kereme",532
Fall 2021,Boston,12574,CS 1200,16,19,17,"Spiritos, Hillary",732
Fall 2021,Boston,12575,CS 1200,17,19,18,"Sloan, Anna",717
Fall 2021,Online,12576,CS 1210,5,40,29,"Rosenberg, Lauren",639
Fall 2021,Online,12577,CS 1210,6,40,31,"Lumbra, Celsey",448
Fall 2021,Boston,12578,CS 2501,11,36,34,"Derbinsky, Nate",177
Fall 2021,Boston,10543,CS 2501,3,36,36,"Derbinsky, Nate",177
Fall 2021,Boston,10545,CS 4400,1,49,39,"Hemann, Jason",318
Fall 2021,Boston,14652,CS 5180,1,42,41,"Platt, Rob",593
Fall 2021,Online,14653,CY 5130,1,5,4,"Sierra, Jose",702
Fall 2021,Boston,14658,CS 1101,1,19,15,"Lieberherr, Karl",433
Fall 2021,Boston,14660,CS 1101,2,19,18,"Lieberherr, Karl",433
Fall 2021,Boston,14661,CS 1101,3,19,19,"Amor-Tijani, Ghita",29
Fall 2021,Boston,14662,CS 1101,4,19,13,"Lieberherr, Karl",433
Fall 2021,Boston,14663,CS 1101,5,19,19,"Lieberherr, Karl",433
Fall 2021,Boston,14664,CS 1101,6,19,19,"Amor-Tijani, Ghita",29
Fall 2021,Boston,14665,CS 1101,7,19,19,"Lieberherr, Karl",433
Fall 2021,Boston,14668,CS 1101,8,19,18,"Lieberherr, Karl",433
Fall 2021,Boston,14669,CS 1101,9,19,28,"Amor-Tijani, Ghita",29
Fall 2021,Boston,14683,CS 3500,5,114,90,"Mihajlovikj, Vidoje",500
Fall 2021,Boston,14684,CS 3950,1,19,15,"Eliassi-Rad, Tina",210
Fall 2021,Boston,14685,CS 4950,1,19,6,"Eliassi-Rad, Tina",210
Fall 2021,Boston,14687,CY 3740,1,19,8,"Onarlioglu, Kaan",560
Fall 2021,Boston,14688,CY 4740,1,30,10,"Robertson, William",633
Fall 2021,Boston,15714,DS 2000,2,114,112,"Wallace, Byron",821
Fall 2021,Boston,15715,DS 2000,1,114,112,"Nye, Benjamin",553
Fall 2021,Boston,12645,CS 5500,2,49,37,"Shah, Mike",678
Fall 2021,Boston,14694,DS 4200,1,49,49,"Borkin, Michelle",91
Fall 2021,Boston,14695,IS 4200,1,10,10,"Smith, David",719
Fall 2021,Boston,15719,CS 1200,27,19,18,"Sloan, Anna",717
Fall 2021,Boston,15720,CS 1200,28,19,19,"Callahan, Beth",105
Fall 2021,Boston,15721,CS 1200,29,19,19,"Pagan, Arianna",567
Fall 2021,Boston,15722,CS 1200,30,19,19,"Shirak, Dawn",696
Fall 2021,Boston,15723,CS 1200,31,19,18,"Speece, Jessica",730
Fall 2021,Boston,15730,CS 3000,4,49,48,"Van Der Poel, Drew",795
Fall 2021,Online,12659,CS 1210,7,40,28,"Haycook, Charles",317
Fall 2021,Boston,15731,CS 3200,4,88,87,"Annunziato, Jose",34
Fall 2021,Boston,15732,CS 3650,6,73,67,"Jackson, Alden",344
Fall 2021,Boston,15733,CS 3700,3,70,31,"Miazi, Sakib",497
Fall 2021,Boston,15734,CS 4100,2,87,78,"Wong, Lawson",850
Fall 2021,Online,15736,CS 4530,1,49,27,"Wand, Mitchell",824
Fall 2021,Boston,10619,CS 2801,1,36,35,"Trypakis, Stavros",782
Fall 2021,Boston,15742,CS 7295,1,30,7,"Dunne, Cody",668
Fall 2021,Boston,11648,CS 2500,4,130,131,"Derbinsky, Nate",177
Fall 2021,Boston,11649,CS 2501,7,36,35,"Derbinsky, Nate",177
Fall 2021,Boston,12677,CS 5001,1,87,88,"Bagley, Keith",49
Fall 2021,Boston,12678,CS 5002,1,90,85,"Amor-Tijani, Ghita",29
Fall 2021,Boston,16780,CS 4530,2,49,44,"Tip, Frank",769
Fall 2021,Boston,10643,CS 5011,4,48,46,"Freifeld, Clark",241
Fall 2021,Online,18844,DA 5030,4,49,28,"Schedlbauer, Martin",663
Fall 2021,Boston,10655,HINF 6201,1,25,6,"Robbins, Shari",631
Fall 2021,Boston,11688,IS 1500,1,49,20,"Mihajlovikj, Vidoje",500
Fall 2021,Boston,11719,CS 1200,5,37,39,"Wassinger, Claire",834
Fall 2021,Boston,10879,CS 5011,2,53,52,"Freifeld, Clark",241
Fall 2021,Boston,11743,CS 4100,1,48,45,"Marsella, Stacy",472
Fall 2021,Boston,11744,CS 6200,1,29,28,"Smith, David",719
Fall 2021,Boston,18926,CS 5330,1,49,44,"Jiang, Huaizu",357
Fall 2021,Boston,18927,CS 6650,1,49,32,"Desnoyers, Peter",178
Fall 2021,Boston,15866,CS 1802,37,19,18,"Park, John",576
Fall 2021,Boston,15867,CS 1802,38,19,19,"Mosca, Ab",525
Fall 2021,Boston,15868,CS 1802,39,36,36,"Park, John",576
Fall 2021,Boston,10749,CS 5011,1,48,44,"Freifeld, Clark",241
Fall 2021,Boston,11775,CS 2801,3,36,36,"Trypakis, Stavros",782
Fall 2021,Boston,11776,HINF 5200,1,20,5,"Goodwin, Matthew",278
Fall 2021,Online,18958,CS 5520,1,79,76,"Feinberg, Daniel",225
Fall 2021,Online,18959,CS 6650,2,69,49,"Saripalli, Prasad",657
Fall 2021,Online,18960,CS 6140,2,79,17,"Ahmad, Uzair",11
Fall 2021,Online,18961,CS 6220,2,79,55,"Arunagiri, Sara",36
Fall 2021,Boston,13334,CS 1802,16,19,19,"Amor-Tijani, Ghita",29
Fall 2021,Boston,13335,CS 1802,17,19,19,"Mosca, Ab",525
Fall 2021,Boston,12821,HINF 5110,1,19,9,"Powell, Adam",595
Fall 2021,Boston,13336,CS 1802,18,19,19,"Strange, Laney",742
Fall 2021,Online,18973,CS 5610,2,151,148,"Annunziato, Jose",34
Fall 2021,Boston,13337,CS 1802,19,19,19,"Park, John",576
Fall 2021,Boston,13339,CS 1802,21,19,17,"Mihajlovikj, Vidoje",500
Fall 2021,Boston,13340,CS 1802,22,36,33,"Strange, Laney",742
Fall 2021,Boston,17414,CS 4910,1,2,2,"Desnoyers, Peter",178
Fall 2021,Boston,14917,CS 4180,1,7,7,"Platt, Rob",593
Fall 2021,Boston,14918,CS 4810,1,5,4,"Nguyen, Huy",544
Fall 2021,Boston,10835,CS 7800,1,25,10,"Nguyen, Huy",544
Fall 2021,Online,10836,CS 5200,1,87,84,"Schedlbauer, Martin",663
Fall 2021,Boston,10837,CS 5600,1,49,41,"Tan, Cheng",758
Fall 2021,Boston,19030,CS 2501,36,36,34,"Derbinsky, Nate",177
Fall 2021,Boston,19031,CS 2501,37,40,39,"Derbinsky, Nate",177
Fall 2021,Boston,19032,CS 2501,38,40,39,"Derbinsky, Nate",177
Fall 2021,Boston,10838,CS 5800,1,200,105,"Sundaram, Ravi",751
Fall 2021,Boston,14932,CS 5700,1,34,21,"Jackson, Alden",344
Fall 2021,Boston,14933,CS 5800,2,150,134,"Pavlu, Virgil",585
Fall 2021,Boston,19062,CS 2801,4,36,35,"Trypakis, Stavros",782
Fall 2021,Boston,19063,CS 3501,1,19,13,"Shesh, Amit",693
Fall 2021,Boston,19064,CS 3501,2,19,18,"Shesh, Amit",693
Fall 2021,Boston,19065,CS 3501,3,19,19,"Shesh, Amit",693
Fall 2021,Boston,19066,CS 3501,4,19,19,"Shesh, Amit",693
Fall 2021,Boston,19067,CS 3501,5,19,19,"Shesh, Amit",693
Fall 2021,Boston,19068,CS 3501,6,19,18,"Shesh, Amit",693
Fall 2021,Boston,19069,CS 3501,7,19,16,"Shesh, Amit",693
Fall 2021,Boston,19070,CS 3501,8,19,18,"Shesh, Amit",693
Fall 2021,Boston,19071,CS 3501,9,19,17,"Shesh, Amit",693
Fall 2021,Boston,17024,CS 2500,8,175,169,"Vesely, Ferdinand",807
Fall 2021,Boston,19072,CS 3501,10,19,18,"Shesh, Amit",693
Fall 2021,Boston,19073,CS 3501,11,19,17,"Shesh, Amit",693
Fall 2021,Boston,19075,CS 3501,13,19,12,"Shesh, Amit",693
Fall 2021,Boston,19076,CS 3501,16,19,16,"Shesh, Amit",693
Fall 2021,Boston,19077,CS 3501,17,19,18,"Shesh, Amit",693
Fall 2021,Boston,19079,CS 3501,19,19,17,"Shesh, Amit",693
Fall 2021,Boston,19086,CS 3501,14,19,19,"Shesh, Amit",693
Fall 2021,Boston,19087,CS 3501,15,19,18,"Shesh, Amit",693
Fall 2021,Boston,19089,CS 2511,6,36,17,"Razzaq, Leena",620
Fall 2021,Online,11917,CS 1210,1,40,35,"Bishnoi, Priyanka",79
Fall 2021,Boston,11918,CS 2500,5,107,92,"Razzaq, Leena",620
Fall 2021,Boston,11919,CS 2500,6,130,120,"Vesely, Ferdinand",807
Fall 2021,Boston,11921,CS 3520,1,49,46,"Cooper, Seth",146
Fall 2021,Boston,11940,CS 6220,1,40,22,"Radivojac, Predrag",603
Fall 2021,Boston,12965,CS 1200,18,19,19,"Pagan, Arianna",567
Fall 2021,Boston,10918,CS 5011,3,48,45,"Freifeld, Clark",241
Fall 2021,Boston,12966,CS 1200,19,19,18,"Callahan, Beth",105
Fall 2021,Boston,12967,CS 1200,20,19,18,"Shirak, Dawn",696
Fall 2021,Online,12968,CS 1210,8,25,18,"Kent Yates, Aileen",385
Fall 2021,Online,12969,CS 1210,9,25,17,"Hughes, Katie",333
Fall 2021,Boston,12970,CS 2501,13,49,47,"Derbinsky, Nate",177
Fall 2021,Boston,12972,CS 3200,2,49,47,"Durant, Kathleen",195
Fall 2021,Boston,12974,CS 3650,3,87,74,"Cooperman, Gene",147
Fall 2021,Boston,15021,CS 4700,1,14,2,"Jackson, Alden",344
Fall 2021,Online,12350,HINF 5102,2,40,24,"Bartolotta, Jim",57
Fall 2021,Boston,12992,CS 5003,1,12,12,"Bagley, Keith",49
Fall 2021,Boston,12993,CS 6120,1,52,46,"Muzny, Felix",533
Fall 2021,Boston,10946,CS 2801,2,36,30,"Trypakis, Stavros",782
Fall 2021,Boston,10947,CS 2511,2,36,35,"Razzaq, Leena",620
Fall 2021,Online,10966,CS 1100,1,171,168,"Amor-Tijani, Ghita",29
Fall 2021,Boston,15065,DS 3000,2,103,100,"Yildirim, Caglar",873
Fall 2021,Boston,14043,CS 1200,26,19,19,"Goldblum, Jacob",276
Fall 2021,Boston,14048,CS 3200,3,49,45,"Miller, Renee",504
Fall 2021,Boston,14049,CS 3700,2,114,101,"Wilson, Christo",844
Fall 2021,Boston,14050,CS 4400,2,73,28,"Barzilay, Eli",58
Fall 2021,Boston,14051,CS 3000,1,250,218,"Rajaraman, Rajmohan",607
Fall 2021,Online,14078,HINF 6405,1,40,7,"Powell, Adam",595
Fall 2021,Boston,14079,HINF 6202,1,19,8,"Foster, Jamon, Maloney, Marie","239, 465"
Fall 2021,Boston,12035,CS 1200,7,19,19,"Biron, Jessica",78
Fall 2021,Boston,12036,CS 1200,8,19,19,"Richards, Tyre",626
Fall 2021,Boston,13061,CS 4120,1,35,27,"Muzny, Felix",533
Fall 2021,Boston,14087,CS 3000,3,114,111,"Van Der Poel, Drew",795
Fall 2021,Boston,14088,DS 5500,1,55,36,"Bemis, Kylie",66
Fall 2021,Boston,14091,CS 2501,15,49,36,"Derbinsky, Nate",177
Fall 2021,Boston,14104,CS 7610,1,39,28,"Shin, Ji-Yong",695
Fall 2021,Online,16442,CY 5010,2,50,30,"Sierra, Jose",702
Fall 2021,Boston,14118,CS 7340,1,40,33,"Bickmore, Timothy",76
Fall 2021,Boston,11049,CS 5010,1,100,92,"Freifeld, Clark",241
Fall 2021,Online,16443,CY 5130,2,20,17,"Sierra, Jose",702
Fall 2021,Boston,16444,CY 5150,1,60,51,"Amorin, Kevin",30
Fall 2021,Boston,16445,CY 5210,1,49,26,"Booker, Elton",90
Fall 2021,Boston,16446,CY 5250,1,49,17,"Papageorge, Themis",572
Fall 2021,Boston,16199,CS 3001,5,42,41,"Stalfa, David",739
Fall 2021,Boston,16200,CS 3001,6,44,43,"Van Der Poel, Drew",795
Fall 2021,Boston,16201,CS 3001,7,44,43,"Van Der Poel, Drew",795
Fall 2021,Boston,16202,CS 3001,8,44,44,"Stalfa, David",739
Fall 2021,Boston,16203,CS 3001,9,48,48,"Stalfa, David",739
Fall 2021,Boston,16204,CS 3001,10,48,44,"Rajaraman, Rajmohan",607
Fall 2021,Boston,16205,CS 3001,11,48,34,"Stalfa, David",739
Fall 2021,Boston,16206,CS 3001,12,42,32,"Rajaraman, Rajmohan",607
Fall 2021,Boston,12113,CS 2511,3,36,35,"Razzaq, Leena",620
Fall 2021,Boston,12114,CS 1200,9,19,18,"Spiritos, Hillary",732
Fall 2021,Boston,16217,CS 2800,2,48,46,"Trypakis, Stavros",782
Fall 2021,Boston,16453,CS 3800,3,87,75,"Hemann, Jason",318
Fall 2021,Boston,17252,CS 7290,1,30,12,"Amir, Silvio",25
Fall 2021,Boston,10088,IS 4300,1,80,72,"Yildirim, Caglar",873
Fall 2021,Boston,16457,DS 2500,1,87,81,"Park, John",576
Fall 2021,Online,16458,DS 2501,1,44,40,"Rachlin, John",601
Fall 2021,Boston,17290,CS 1802,40,19,19,"Amor-Tijani, Ghita",29
Fall 2021,Boston,17291,CS 2500,10,130,130,"Derbinsky, Nate",177
Fall 2021,Boston,14236,CS 5001,2,87,26,"Bagley, Keith",49
Fall 2021,Online,14237,CS 5002,2,91,90,"Rachlin, John",601
Fall 2021,Online,13214,HINF 6400,1,25,19,"Jimison, Holly, Ries, Dan","359, 630"
Fall 2021,Boston,14238,CS 5003,2,18,18,"Bagley, Keith",49
Fall 2021,Boston,14239,CS 5003,3,12,12,"Bagley, Keith",49
Fall 2021,Boston,18332,CY 2550,3,87,87,"Miazi, Sakib",497
Fall 2021,Online,18333,CY 3740,2,20,13,"Sierra, Jose",702
Fall 2021,Boston,10146,CS 2800,1,48,47,"Trypakis, Stavros",782
Fall 2021,Boston,18336,CY 7790,1,30,14,"Oprea, Alina",561
Fall 2021,Boston,11188,HINF 5101,1,30,30,"Kennedy, Mary",384
Fall 2021,Boston,18356,DS 2000,3,72,70,"Wallace, Byron",821
Fall 2021,Online,18357,DS 2500,2,87,51,"Rachlin, John",601
Fall 2021,Online,18358,DS 2501,2,44,42,"Rachlin, John",601
Fall 2021,Online,18359,DS 2501,3,44,42,"Rachlin, John",601
Fall 2021,Online,18360,DS 2501,4,44,8,"Rachlin, John",601
Fall 2021,Online,18361,DS 3500,1,49,29,"Rachlin, John",601
Fall 2021,Boston,18362,DS 4200,2,49,36,"Mosca, Ab",525
Fall 2021,Boston,18363,DS 5020,2,65,26,"Brady, David",94
Fall 2021,Boston,18364,DS 5110,2,71,70,"Bemis, Kylie",66
Fall 2021,Boston,18365,DS 5230,2,65,44,"Brady, David",94
Fall 2021,Boston,12219,HINF 6205,2,25,23,"Ries, Dan",630
Fall 2021,Boston,10189,CS 2510,1,98,56,"Razzaq, Leena",620
Fall 2021,Boston,12244,CS 1200,10,19,19,"Ressing, Ali",623
Fall 2021,Boston,12246,CS 3650,1,87,87,"Vesely, Ferdinand",807
Fall 2021,Boston,12247,CS 3700,1,49,45,"Choffnes, David",131
Fall 2021,Boston,14309,CS 4500,2,48,48,"Lerner, Ben",427
Fall 2021,Boston,11241,CS 6140,1,87,78,"Hand, Paul",310
Fall 2021,Boston,14449,CS 3650,4,49,48,"Jackson, Alden",344
Fall 2021,Online,13308,DA 5020,1,49,42,"Clachar, Sophine",134
Fall 2021,Boston,13310,DS 5220,1,65,42,"Zhang, Hongyang",888
Fall 2021,Boston,13311,CS 1200,21,19,18,"Pagan, Arianna",567
Fall 2021,Boston,19126,CS 3520,2,49,49,"Bhutta, Adeel",75
Fall 2021,Boston,19127,CS 4530,4,49,36,"Bhutta, Adeel",75
Fall 2021,Boston,19146,CS 5003,6,18,15,"Bagley, Keith",49
Fall 2021,Boston,19147,CS 5003,9,18,13,"Bagley, Keith",49
