Semester,Campus,CRN,Course,Section #,Capacity,Enrollment,Faculty,Faculty IDs
Summer Full 2020,Boston,54450,CS 6200,2,50,26,"Pavlu, Virgil",585
Summer Full 2020,Online,53565,DA 5020,1,79,36,"Clachar, Sophine",134
Summer Full 2020,Online,52993,HINF 6350,1,40,12,"Powell, Adam",595
Summer Full 2020,Online,54083,HINF 6345,1,30,12,"Aubrey, Kathleen",41
Summer Full 2020,Online,53003,HINF 6215,1,35,11,"Spitulnik, Jay",733
Summer Full 2020,Online,53601,HINF 6240,1,40,16,"Maloney, Marie",465
Summer Full 2020,Online,53738,HINF 6405,1,50,8,"Feinberg, Daniel, Powell, Adam","225, 595"
Summer Full 2020,Boston,54510,DS 5500,1,50,16,"Therriault, Andrew",764
Summer Full 2020,"Seattle, WA",54545,CS 5004,3,60,52,"Bonaci, Tamara",88
Summer Full 2020,"Seattle, WA",54546,CS 5005,3,60,52,"Jelani, Drew",354
Summer Full 2020,"Seattle, WA",54547,CS 5200,2,60,18,"Chhay, Bruce",128
Summer Full 2020,"Seattle, WA",54548,CS 5800,3,60,60,"Sun, Zhifeng",750
Summer Full 2020,"Seattle, WA",54553,CS 5006,1,60,28,"Slaughter, Adrienne",714
Summer Full 2020,"Seattle, WA",54554,CS 5007,1,60,52,"Slaughter, Adrienne",714
Summer Full 2020,"Seattle, WA",54555,CS 5800,4,60,21,"Martell, Craig",473
Summer Full 2020,"Seattle, WA",54556,CS 5500,1,60,35,"Slaughter, Adrienne",714
Summer Full 2020,"Seattle, WA",54557,CS 6220,2,30,12,"Aguiar, Everaldo",10
Summer Full 2020,"Seattle, WA",54559,CS 6949,1,60,41,"Mesch, Francisco",493
Summer Full 2020,"Seattle, WA",54560,CS 7580,1,20,14,"Evans, Abigail",215
Summer Full 2020,"Silicon Valley, CA",54565,CS 5004,4,40,40,"Jahanjou, Hamid",345
Summer Full 2020,"San Francisco, CA",54566,CS 5004,5,25,12,"Cheng, Zhuoqun",126
Summer Full 2020,"Silicon Valley, CA",54567,CS 5005,4,40,40,"Miller, Mark",503
Summer Full 2020,"San Francisco, CA",54568,CS 5005,5,25,12,"Miller, Mark",503
Summer Full 2020,"Silicon Valley, CA",54573,CS 5800,5,40,29,"Sellke, Sarah",673
Summer Full 2020,Boston,54577,CS 6949,2,60,57,"Selinger, Ethan",672
Summer Full 2020,Boston,54578,DS 5220,1,60,23,"Brady, David",94
Summer Full 2020,Boston,54579,DS 5230,1,60,34,"Brady, David",94
Summer Full 2020,Boston,54598,DS 5110,1,60,20,"Imbiriba, Tales",338
Summer Full 2020,"San Francisco, CA",54602,CS 5800,6,24,19,"Martell, Craig",473
Summer Full 2020,"San Francisco, CA",54607,CS 5520,2,24,8,"Mathapathi, Shivakumar",475
Summer Full 2020,Online,54632,CS 6949,4,40,27,"Mesch, Francisco, Selinger, Ethan","493, 672"
Summer Full 2020,Boston,54774,CS 7150,1,49,21,"Hand, Paul",310
Summer Full 2020,Boston,54791,CS 5001,1,50,0,"Jump, Maria",369
Summer Full 2020,"Seattle, WA",55099,CS 5964,1,20,6,"Slaughter, Adrienne",714
Summer Full 2020,Boston,55185,CS 5964,2,1,1,"Selinger, Ethan",672
Summer Full 2021,Online,50754,DA 5030,1,39,15,"Assareh, Amin",40
Summer Full 2021,Online,50566,CS 5004,1,37,34,"Cantrell, Gary",106
Summer Full 2021,Online,50567,CS 5005,1,37,34,"Cantrell, Gary",106
Summer Full 2021,Online,50260,HINF 6350,1,40,4,"Powell, Adam",595
Summer Full 2021,Boston,51023,DS 5220,1,65,36,"Yehoshua, Roi",871
Summer Full 2021,Boston,51024,DS 5230,1,60,16,"Jain, Shantanu",348
Summer Full 2021,Boston,51730,HINF 5407,1,24,5,"Johnson, Craig",362
Summer Full 2021,Online,51924,CS 5200,1,150,66,"Schedlbauer, Martin",663
Summer Full 2021,Online,51925,CS 5520,1,90,68,"Feinberg, Daniel",225
Summer Full 2021,Online,50582,HINF 6405,1,50,6,"Powell, Adam",595
Summer Full 2021,Online,51926,CS 5610,1,90,82,"Mullen, Tony",529
Summer Full 2021,Online,51927,CS 6140,1,90,20,"Ahmad, Uzair",11
Summer Full 2021,Boston,50585,CS 5800,1,79,62,"Pavlu, Virgil",585
Summer Full 2021,Online,51739,CS 5008,1,85,23,"Jump, Maria",369
Summer Full 2021,Online,51740,CS 5009,1,85,23,"Jump, Maria",369
Summer Full 2021,Boston,51741,CS 7290,1,50,10,"Ness, Robert",543
Summer Full 2021,Boston,51742,CS 7290,2,30,9,"Ness, Robert",543
Summer Full 2021,Online,51929,DA 5020,2,39,27,"Feinberg, Daniel",225
Summer Full 2021,Online,50267,HINF 6215,1,35,8,"Spitulnik, Jay",733
Summer Full 2021,Online,50526,HINF 6240,1,40,12,"Maloney, Marie",465
Summer Full 2021,Online,51043,DS 5110,1,60,25,"Bogden, Philip",87
Summer Full 2021,Boston,50982,DS 5500,1,65,15,"Brady, David",94
Summer Full 2021,Online,51885,DS 5010,1,65,26,"Yehoshua, Roi",871
Summer Full 2021,Online,51886,DS 5020,1,65,33,"Brady, David",94
Summer Full 2021,Online,50749,HINF 6345,1,30,5,"Aubrey, Kathleen",41
Summer Full 2021,"Seattle, WA",51938,CS 5004,2,60,54,"Bonaci, Tamara",88
Summer Full 2021,"Vancouver, Canada",51939,CS 5004,3,20,15,"Coria Mendoza, Lino",148
Summer Full 2021,"Seattle, WA",51940,CS 5005,2,60,54,"Bonaci, Tamara",88
Summer Full 2021,"Vancouver, Canada",51941,CS 5005,3,20,15,"Coria Mendoza, Lino",148
Summer Full 2021,"Seattle, WA",51942,CS 5008,2,65,54,"Slaughter, Adrienne",714
Summer Full 2021,"Vancouver, Canada",51943,CS 5008,3,20,6,"Coady, Yvonne",138
Summer Full 2021,"Seattle, WA",51944,CS 5009,2,60,53,"Slaughter, Adrienne",714
Summer Full 2021,"Vancouver, Canada",51945,CS 5009,3,20,6,"Running Wolf, Michael",645
Summer Full 2021,"Seattle, WA",51946,CS 5200,2,60,53,"Chhay, Bruce",128
Summer Full 2021,"Seattle, WA",51947,CS 5800,2,60,60,"Sun, Zhifeng",750
Summer Full 2021,"San Francisco, CA",51968,CS 5520,2,40,5,"Mathapathi, Shivakumar",475
Summer Full 2021,"San Francisco, CA",51969,CS 5800,4,30,17,"Jahanjou, Hamid",345
Summer Full 2021,"Silicon Valley, CA",51970,CS 5800,5,40,20,"Jahanjou, Hamid",345
Summer Full 2021,"Silicon Valley, CA",51971,CS 6140,3,40,6,"Bagherjeiran, Abraham",48
Summer Full 2021,Online,51972,CS 6220,1,49,17,"Arunagiri, Sara",36
Summer Full 2021,"Seattle, WA",51973,CS 5500,1,55,39,"Slaughter, Adrienne",714
Summer Full 2021,"Seattle, WA",51975,CS 6220,2,40,15,"Johnson, Reid",364
Summer Full 2021,"Seattle, WA",51974,CS 6760,1,40,22,"Bonaci, Tamara",88
Summer Full 2021,"San Francisco, CA",51954,CS 5004,4,15,13,"Cheng, Zhuoqun",126
Summer Full 2021,"Silicon Valley, CA",51955,CS 5004,5,35,34,"Cheng, Zhuoqun",126
Summer Full 2021,"San Francisco, CA",51956,CS 5005,4,15,8,"Miller, Mark",503
Summer Full 2021,"San Francisco, CA",51957,CS 5005,5,15,3,"Miller, Mark",503
Summer Full 2021,"Silicon Valley, CA",51958,CS 5005,6,25,22,"Miller, Mark",503
Summer Full 2021,"Silicon Valley, CA",51959,CS 5005,7,25,14,"Miller, Mark",503
Summer Full 2021,"Silicon Valley, CA",51960,CS 5008,4,30,27,"Hailpern, Brent",300
Summer Full 2021,"San Francisco, CA",51961,CS 5008,5,15,15,"Hailpern, Brent",300
Summer Full 2021,"San Francisco, CA",51962,CS 5009,4,15,11,"Kasaragod, Prathibha",377
Summer Full 2021,"San Francisco, CA",51963,CS 5009,5,15,6,"Kasaragod, Prathibha",377
Summer Full 2021,Online,51964,CS 5009,6,15,13,"Kasaragod, Prathibha",377
Summer Full 2021,"Silicon Valley, CA",51965,CS 5009,7,15,12,"Kasaragod, Prathibha",377
Summer Full 2021,"Silicon Valley, CA",51966,CS 5100,1,40,2,"Saripalli, Prasad",657
Summer Full 2021,"San Francisco, CA",51967,CS 5200,3,40,5,"Guerra Gomez, John Alexis",289
Summer Full 2021,Online,51976,CS 5100,2,69,17,"Saripalli, Prasad",657
Summer Full 2021,"Portland, Maine",51979,CS 5004,6,25,19,"Cantrell, Gary",106
Summer Full 2021,"Portland, Maine",51980,CS 5005,8,25,19,"Cantrell, Gary",106
Summer Full 2021,"Portland, Maine",51981,CS 5008,6,32,33,"Valcourt, Scott",792
Summer Full 2021,"Portland, Maine",51982,CS 5009,8,32,33,"Valcourt, Scott",792
Summer Full 2021,"Seattle, WA",51984,CS 5800,6,49,46,"Martell, Craig",473
Summer Full 2021,Online,51985,CS 6650,1,59,17,"Saripalli, Prasad",657
Summer Full 2021,Online,51996,CS 6949,1,200,60,"Selinger, Ethan",672
Summer Full 2021,Boston,52095,CS 6620,1,49,35,"Taglienti, Carmen",757
Summer Full 2021,Online,52102,CS 5001,1,40,8,"Jamieson, Lindsay",351
Summer Full 2021,Online,52104,CS 5003,1,40,8,"Jamieson, Lindsay",351
Summer Full 2021,Online,52103,CS 5002,1,40,13,"Jamieson, Alan",350
Summer Full 2021,Online,52519,CS 5964,14,10,5,"Vander Laan, Kathi",797
Summer Full 2022,"Portland, Maine",52353,CS 5008,3,32,12,"Valcourt, Scott",792
Summer Full 2022,"Portland, Maine",52354,CS 5009,3,32,12,"Valcourt, Scott",792
Summer Full 2022,Online,52355,DS 5020,1,15,3,"Mwaura, Jonathan",534
Summer Full 2022,Online,52357,CS 5800,4,32,32,"Jamieson, Alan",350
Summer Full 2022,"Portland, Maine",52358,DS 5110,1,15,8,"Bogden, Philip",87
Summer Full 2022,Online,52367,CS 5004,4,88,68,"Wilder, John",841
Summer Full 2022,Boston,51366,HINF 5407,1,24,5,"Johnson, Craig",362
Summer Full 2022,Online,50686,HINF 6345,1,30,9,"Aubrey, Kathleen",41
Summer Full 2022,Online,52341,DA 5030,1,87,18,"Assareh, Amin",40
Summer Full 2022,Online,50491,HINF 6240,1,40,15,"Maloney, Marie",465
Summer Full 2022,Online,50539,HINF 6405,1,50,7,"Powell, Adam",595
Summer Full 2022,Online,50260,HINF 6350,1,40,3,"Powell, Adam",595
Summer Full 2022,Boston,52313,CY 5770,1,60,44,"Onarlioglu, Kaan",560
Summer Full 2022,Online,52324,CS 5200,1,99,65,"Schedlbauer, Martin",663
Summer Full 2022,Online,52325,CS 5520,1,87,58,"Feinberg, Daniel",225
Summer Full 2022,Online,52326,CS 6220,1,99,84,"Arunagiri, Sara",36
Summer Full 2022,Online,52327,DA 5020,1,87,40,"Tasker, Ben",761
Summer Full 2022,"Silicon Valley, CA",52328,CS 5004,1,25,9,"Sellke, Sarah",673
Summer Full 2022,"Silicon Valley, CA",52329,CS 5005,1,25,9,"Sellke, Sarah",673
Summer Full 2022,"Silicon Valley, CA",52330,CS 5335,1,25,3,"Saripalli, Prasad",657
Summer Full 2022,"Silicon Valley, CA",52331,CS 5800,2,40,29,"Bhardwaj, Anurag",74
Summer Full 2022,"Silicon Valley, CA",52332,CS 6760,1,40,11,"Mathapathi, Shivakumar",475
Summer Full 2022,"San Francisco, CA",52333,CS 5004,2,25,20,"Miller, Mark",503
Summer Full 2022,"San Francisco, CA",52334,CS 5005,2,25,20,"Miller, Mark",503
Summer Full 2022,"San Francisco, CA",52335,CS 5008,1,25,15,"Hamandi, Lama",304
Summer Full 2022,"San Francisco, CA",52336,CS 5009,1,25,15,"Hamandi, Lama",304
Summer Full 2022,Online,52338,CS 5400,2,30,16,"Mullen, Tony",529
Summer Full 2022,Online,52339,CS 5610,1,30,27,"Mullen, Tony",529
Summer Full 2022,Boston,50541,CS 5800,1,150,67,"Pavlu, Virgil",585
Summer Full 2022,"San Francisco, CA",52340,CS 6760,2,15,2,"Mathapathi, Shivakumar",475
Summer Full 2022,"Vancouver, Canada",52342,CS 5200,2,30,10,"Thomas, Jack",766
Summer Full 2022,"Vancouver, Canada",52344,CS 6760,3,15,6,"Mathapathi, Shivakumar",475
Summer Full 2022,Online,52345,CS 5008,2,79,74,"Hailpern, Brent",300
Summer Full 2022,Online,52346,CS 5009,2,120,95,"Kasaragod, Prathibha",377
Summer Full 2022,Online,52347,CS 5610,2,99,86,"Mullen, Tony",529
Summer Full 2022,Online,52348,CS 5800,3,99,94,"Mwaura, Jonathan",534
Summer Full 2022,Online,52349,CS 6120,1,87,67,"Ahmad, Uzair",11
Summer Full 2022,Online,52350,CS 6140,1,87,37,"Ahmad, Uzair",11
Summer Full 2022,Online,52373,CY 6200,1,30,30,"Hoffman, Ally",323
Summer Full 2022,"Seattle, WA",52374,CS 6220,2,30,4,"Aguiar, Everaldo",10
Summer Full 2022,"Seattle, WA",52375,CS 5008,5,60,14,"Jelani, Drew",354
Summer Full 2022,"Seattle, WA",52376,CS 5009,5,60,14,"Jelani, Drew",354
Summer Full 2022,"Seattle, WA",52377,CS 5200,3,60,19,"Chhay, Bruce",128
Summer Full 2022,"Seattle, WA",52391,CS 5004,5,60,13,"Bonaci, Tamara",88
Summer Full 2022,"Seattle, WA",52392,CS 5005,4,60,13,"Bonaci, Tamara",88
Summer Full 2022,"Seattle, WA",52393,CS 5500,1,60,17,"Bonicillo, Mark",89
Summer Full 2022,"Seattle, WA",52394,CS 5800,6,60,53,"Sun, Zhifeng",750
Summer Full 2022,Online,52406,DS 5020,2,65,34,"Livesay, Neal",442
Summer Full 2022,"Vancouver, Canada",52407,CS 5500,2,30,20,"Rad, Ryan",602
Summer Full 2022,"Vancouver, Canada",52409,CS 7980,1,24,16,"Aibin, Michal",14
Summer Full 2022,Online,52412,CS 6650,1,87,31,"Saripalli, Prasad",657
Summer Full 2022,Online,52421,CS 5005,5,88,66,"Wilder, John",841
Summer Full 2022,Online,52438,CS 7290,1,29,11,"Ness, Robert",543
Summer Full 2022,Online,52439,CS 7290,2,29,19,"Ness, Robert",543
Summer Full 2022,Online,52440,DS 5010,1,65,48,"Bemis, Kylie",66
Summer Full 2022,"Seattle, WA",52463,CS 5800,7,60,14,"Lee, Hyonho",421
Summer Full 2022,Online,52475,CS 5520,2,87,50,"Feinberg, Daniel",225
Summer Full 2022,Boston,52476,DS 5230,1,65,27,"Pavlu, Virgil",585
Summer Full 2022,Boston,52506,DS 5500,1,65,9,"Yehoshua, Roi",871
Summer Full 2022,Online,52512,CS 5800,8,87,82,"Mwaura, Jonathan",534
Summer Full 2022,Boston,52524,DS 5220,1,65,8,"Brady, David",94
Summer Full 2022,Online,52539,CS 6120,2,87,39,"Ahmad, Uzair",11
Summer Full 2022,Online,52562,DS 5010,2,69,8,"Lee, Jeongkyu",422
Summer Full 2022,Online,52701,CS 5520,3,87,16,"Feinberg, Daniel",225
Summer Full 2022,Online,52705,CS 5004,6,87,61,"Cheng, Zhuoqun",126
Summer Full 2022,Online,52706,CS 5005,6,87,62,"Cheng, Zhuoqun",126
Summer Full 2022,Online,52707,CS 5008,7,79,50,"Hailpern, Brent",300
Summer Full 2022,Online,52708,CS 5009,7,120,29,"Kasaragod, Prathibha",377
Summer Full 2022,Online,52713,CS 5008,8,29,23,"Seitzer, Jennifer",671
Summer Full 2022,Online,52714,CS 5009,8,29,23,"Seitzer, Jennifer",671
Summer Full 2022,Boston,52733,DS 5110,2,15,10,"Bogden, Philip",87
Summer Full 2023,Online,52482,CS 5004,4,60,56,"Bonaci, Tamara",88
Summer Full 2023,"Silicon Valley, CA",52484,CS 5004,3,40,23,"Cheng, Zhuoqun",126
Summer Full 2023,Online,52485,CS 5005,1,35,29,"Mihajlovikj, Vidoje",500
Summer Full 2023,"Silicon Valley, CA",52487,CS 5005,3,40,23,"Cheng, Zhuoqun",126
Summer Full 2023,Online,52488,CS 5005,4,60,51,"Bonaci, Tamara",88
Summer Full 2023,"Silicon Valley, CA",52489,CS 5008,1,40,22,"Mathapathi, Shivakumar",475
Summer Full 2023,"San Francisco, CA",52490,CS 5008,2,25,7,"Hamandi, Lama",304
Summer Full 2023,"Seattle, WA",52491,CS 5008,3,60,10,"Hussein, Rania",336
Summer Full 2023,"Seattle, WA",52492,CS 5008,4,60,14,"Singh, Sarita",708
Summer Full 2023,"Arlington, VA",52493,CS 5009,1,15,2,"Razavisousan, Ronak",619
Summer Full 2023,"Silicon Valley, CA",52494,CS 5009,2,40,22,"Mathapathi, Shivakumar",475
Summer Full 2023,"San Francisco, CA",52495,CS 5009,3,25,7,"Hamandi, Lama",304
Summer Full 2023,"Seattle, WA",52496,CS 5009,4,60,10,"Hussein, Rania",336
Summer Full 2023,"Seattle, WA",52497,CS 5009,5,60,13,"Singh, Sarita",708
Summer Full 2023,"Seattle, WA",52498,CS 5200,1,40,10,"Chhay, Bruce",128
Summer Full 2023,Online,52500,CS 5010,1,49,14,"Feinberg, Daniel",225
Summer Full 2023,Online,52501,CS 5011,1,46,14,"Feinberg, Daniel",225
Summer Full 2023,Online,52502,CS 5200,2,99,57,"Schedlbauer, Martin",663
Summer Full 2023,Online,52504,CS 5520,2,99,45,"Feinberg, Daniel",225
Summer Full 2023,Online,52505,CS 5610,1,99,57,"Mullen, Tony",529
Summer Full 2023,Online,52506,CS 5700,1,99,69,"Sharifian Attar, Ali",685
Summer Full 2023,Online,52507,CS 5800,2,99,96,"Kennedy, Justin",383
Summer Full 2023,Online,52508,CS 6140,1,99,35,"Ahmad, Uzair",11
Summer Full 2023,Online,52509,CS 6120,1,99,43,"Ahmad, Uzair",11
Summer Full 2023,Online,52510,CS 6220,1,99,22,"Arunagiri, Sara",36
Summer Full 2023,Online,52511,CS 6620,1,69,58,"Genao, Domingo",258
Summer Full 2023,Online,52512,CS 6650,1,99,23,"Saripalli, Prasad",657
Summer Full 2023,Online,52513,DA 5020,1,49,34,"Tasker, Ben",761
Summer Full 2023,Online,52514,DA 5030,1,49,22,"Schedlbauer, Martin",663
Summer Full 2023,"Arlington, VA",52519,CS 5005,5,15,5,"Chen, Rongyi",125
Summer Full 2023,"Arlington, VA",52520,CS 5008,5,15,2,"Razavisousan, Ronak",619
Summer Full 2023,Online,52521,CS 5008,6,49,45,"Hailpern, Brent",300
Summer Full 2023,"Seattle, WA",52522,CS 5004,5,60,21,"Veliz, Oscar",802
Summer Full 2023,"Seattle, WA",52523,CS 5005,6,60,21,"Veliz, Oscar",802
Summer Full 2023,Online,50601,HINF 6345,1,30,6,"Aubrey, Kathleen",41
Summer Full 2023,Online,50480,HINF 6405,1,50,5,"Powell, Adam",595
Summer Full 2023,"Seattle, WA",52529,CS 5700,2,60,16,"Singh, Sarita",708
Summer Full 2023,Boston,50481,CS 5800,1,75,53,"Pavlu, Virgil",585
Summer Full 2023,Online,50225,HINF 6350,1,40,2,"Powell, Adam",595
Summer Full 2023,Online,52406,HINF 5407,2,8,2,"Johnson, Craig",362
Summer Full 2023,"San Francisco, CA",52539,CS 5100,1,30,1,"Zantout, Rached",884
Summer Full 2023,Online,50439,HINF 6240,1,40,15,"Maloney, Marie",465
Summer Full 2023,Boston,51210,HINF 5407,1,18,1,"Johnson, Craig",362
Summer Full 2023,Boston,51700,CY 5770,1,60,30,"Onarlioglu, Kaan",560
Summer Full 2023,Online,52477,CS 5004,1,70,44,"Mihajlovikj, Vidoje",500
Summer Full 2023,Online,52541,CS 5350,1,60,12,"Shah, Mike",678
Summer Full 2023,"Portland, Maine",52552,DS 5020,1,32,5,"Jamieson, Lindsay, Viles, Weston","351, 810"
Summer Full 2023,"Portland, Maine",52553,DS 5110,1,32,11,"Bogden, Philip",87
Summer Full 2023,"Portland, Maine",52554,CS 5004,6,32,20,"Cantrell, Gary, Dym, Brianna","106, 199"
Summer Full 2023,"Portland, Maine",52555,CS 5005,2,32,20,"Dym, Brianna",199
Summer Full 2023,"Portland, Maine",52556,CS 5340,1,32,4,"Palani, Hari Prasath",569
Summer Full 2023,"San Francisco, CA",52630,CS 5004,7,20,12,"Bhalerao, Rasika",72
Summer Full 2023,"San Francisco, CA",52631,CS 5005,7,20,12,"Bhalerao, Rasika",72
Summer Full 2023,"Silicon Valley, CA",52633,CS 5600,1,40,11,"Mathapathi, Shivakumar",475
Summer Full 2023,Boston,52733,DS 5500,1,65,16,"Yehoshua, Roi",871
Summer Full 2023,Boston,52731,DS 5020,3,65,7,"Brady, David",94
Summer Full 2023,Boston,52732,DS 5220,1,65,8,"Yehoshua, Roi",871
Summer Full 2023,Online,52735,CS 5340,2,79,42,"Schedlbauer, Martin",663
Summer Full 2023,Online,52740,CS 7180,1,79,16,"Ness, Robert",543
Summer Full 2023,Online,52743,CS 5009,6,49,39,"Kasaragod, Prathibha",377
Summer Full 2023,"Vancouver, Canada",52747,CS 5004,8,30,25,"Thomas, Jack",766
Summer Full 2023,"Vancouver, Canada",52748,CS 5004,9,30,23,"Thomas, Jack",766
Summer Full 2023,"Vancouver, Canada",52749,CS 5005,8,30,25,"Thomas, Jack",766
Summer Full 2023,"Vancouver, Canada",52750,CS 5005,9,30,23,"Thomas, Jack",766
Summer Full 2023,"Vancouver, Canada",52751,CS 5008,7,30,22,"Schmidt, Logan",665
Summer Full 2023,"Vancouver, Canada",52752,CS 5008,8,30,10,"Schmidt, Logan",665
Summer Full 2023,"Vancouver, Canada",52753,CS 5009,7,30,21,"Schmidt, Logan",665
Summer Full 2023,"Vancouver, Canada",52754,CS 5009,8,30,11,"Schmidt, Logan",665
Summer Full 2023,"Vancouver, Canada",52755,CS 5800,3,30,9,"Mohan, Aanchan",515
Summer Full 2023,"Vancouver, Canada",52756,CS 6140,2,30,14,"Rad, Ryan",602
Summer Full 2023,"Vancouver, Canada",52758,CS 7980,1,18,16,"Prpa, Mirjana",597
Summer Full 2023,"Vancouver, Canada",52759,CS 7980,2,18,5,"Prpa, Mirjana",597
Summer Full 2023,Online,52762,DS 5010,1,30,19,"Farahmand Asil, Maryam",220
Summer Full 2023,Boston,52763,CS 6220,3,31,16,"Pavlu, Virgil",585
Summer Full 2023,Boston,52764,DS 5230,1,56,27,"Pavlu, Virgil",585
Summer Full 2023,Online,52793,CS 5008,9,65,59,"Lionelle, Albert",437
Summer Full 2023,Online,52794,CS 5009,9,65,59,"Lionelle, Albert",437
Summer Full 2023,Boston,52845,CS 5005,10,35,14,"Coutinho, Radha",152
Summer Full 2023,"Silicon Valley, CA",52877,CS 5100,2,30,6,"Zantout, Rached",884
Summer Full 2023,Boston,52909,CS 5009,10,49,6,"Srivirote, Athicha",738
Summer Full 2023,Online,52942,CS 5800,4,100,95,"Kennedy, Justin",383
Summer Full 2023,"Seattle, WA",52961,CS 6650,2,40,2,"Rajpal, Vishal",608
Summer Full 2024,Boston,50993,CY 5770,1,60,21,"Onarlioglu, Kaan",560
Summer Full 2024,"Silicon Valley, CA",52788,CS 5004,1,30,12,"Rathi, Anita",86996
Summer Full 2024,"Portland, Maine",52790,CS 5004,3,32,7,"Dym, Brianna",199
Summer Full 2024,"Silicon Valley, CA",52791,CS 5005,1,30,12,"Rathi, Anita",86996
Summer Full 2024,"Portland, Maine",52793,CS 5005,3,32,7,"Dym, Brianna",199
Summer Full 2024,"Silicon Valley, CA",52794,CS 5008,3,30,17,"Lee, Jeongkyu",422
Summer Full 2024,"Arlington, VA",52795,CS 5008,4,30,6,"Socha, Katherine",724
Summer Full 2024,"Portland, Maine",52796,CS 5008,5,32,8,"Talaei Khoei, Tala",388
Summer Full 2024,"Silicon Valley, CA",52797,CS 5009,3,30,17,"Lee, Jeongkyu",422
Summer Full 2024,"Arlington, VA",52798,CS 5009,4,30,6,"Socha, Katherine",724
Summer Full 2024,"Portland, Maine",52799,CS 5009,5,32,8,"Talaei Khoei, Tala",388
Summer Full 2024,"Silicon Valley, CA",52800,CS 5100,1,40,3,"Bhalerao, Rasika",72
Summer Full 2024,"Portland, Maine",52802,CS 5330,1,32,15,"Bockmon, Ryan",84
Summer Full 2024,"Portland, Maine",52804,CS 5500,2,32,7,"Domino, Molly",183
Summer Full 2024,"Silicon Valley, CA",52805,CS 5800,2,40,7,"Bhardwaj, Anurag",74
Summer Full 2024,"Silicon Valley, CA",52807,CS 6620,3,40,22,"Cheng, Zhuoqun",126
Summer Full 2024,"Portland, Maine",52809,DS 5110,1,32,6,"Bockmon, Ryan",84
Summer Full 2024,"Vancouver, Canada",52811,CS 5004,4,36,27,"Coria Mendoza, Lino",148
Summer Full 2024,"Seattle, WA",52812,CS 5004,6,40,11,"Bonaci, Tamara",88
Summer Full 2024,"Vancouver, Canada",52813,CS 5005,4,36,27,"Harris, Sommer",979
Summer Full 2024,"Seattle, WA",52815,CS 5005,6,40,11,"Bonaci, Tamara",88
Summer Full 2024,"Vancouver, Canada",52816,CS 5008,6,36,10,"Schmidt, Logan",665
Summer Full 2024,"Seattle, WA",52818,CS 5008,8,40,14,"Hussein, Rania",336
Summer Full 2024,"Vancouver, Canada",52819,CS 5009,6,36,10,"Schmidt, Logan",665
Summer Full 2024,"Seattle, WA",52820,CS 5009,7,40,14,"Hussein, Rania",336
Summer Full 2024,"Vancouver, Canada",52825,CS 5200,2,32,17,"Thomas, Jack",766
Summer Full 2024,"Vancouver, Canada",52826,CS 5200,3,32,11,"Thomas, Jack",766
Summer Full 2024,"Seattle, WA",52827,CS 5200,4,60,7,"Chhay, Bruce",128
Summer Full 2024,Online,50266,HINF 6240,1,40,6,"Maloney, Marie",465
Summer Full 2024,Online,52832,CS 6140,2,32,15,"Rad, Ryan",602
Summer Full 2024,Online,52321,CS 5310,1,69,13,"Maxwell, Bruce",479
Summer Full 2024,Online,52322,CS 5340,3,49,28,"Schedlbauer, Martin",663
Summer Full 2024,Online,52323,CS 5610,2,79,64,"Annunziato, Jose",34
Summer Full 2024,"Vancouver, Canada",52836,CS 5800,3,36,26,"Mohan, Aanchan",515
Summer Full 2024,Online,52324,CS 6620,2,99,84,"Mullen, Tony",529
Summer Full 2024,"Vancouver, Canada",52835,CS 7980,1,20,17,"Prpa, Mirjana",597
Summer Full 2024,Online,50293,HINF 6405,1,50,6,"Powell, Adam",595
Summer Full 2024,Online,50294,CS 5800,1,89,84,"Puljic, Marko",98859
Summer Full 2024,Online,52344,CS 7380,1,39,8,"Shah, Mike",678
Summer Full 2024,Online,51342,CS 5008,2,69,66,"Hailpern, Brent",300
Summer Full 2024,Online,51345,CS 5009,1,69,66,"Kasaragod, Prathibha",377
Summer Full 2024,Online,51350,CS 5200,1,79,46,"Schedlbauer, Martin",663
Summer Full 2024,Online,51354,CS 5520,2,79,38,"Feinberg, Daniel",225
Summer Full 2024,Online,51355,CS 5610,1,79,63,"Penarrieta, Cristian",588
Summer Full 2024,Online,51356,CS 5700,1,79,74,"Sharifian Attar, Ali",685
Summer Full 2024,Online,51358,CS 6140,1,79,31,"Ahmad, Uzair",11
Summer Full 2024,Online,51359,CS 6120,1,79,39,"Ahmad, Uzair",11
